hero1_nick;hero2_nick;hero1_name;hero2_name
COLOSSUS II;MARVEL GIRL;PETER RA;JEAN GRE
COLOSSUS II;CYCLOPS;PETER RA;SCOTT SUMMER
COLOSSUS II;PSYLOCKE;PETER RA;ELISABETH B
COLOSSUS II;STORM;PETER RA;ORORO MUNROE S
PROFESSOR X;STORM;CHARLES ;ORORO MUNROE S
NIGHTCRAWLER;STORM;KURT WA;ORORO MUNROE S
MARVEL GIRL;STORM;JEAN GRE;ORORO MUNROE S
CYCLOPS;STORM;SCOTT SUMMER;ORORO MUNROE S
PSYLOCKE;STORM;ELISABETH B;ORORO MUNROE S
PROFESSOR X;PSYLOCKE;CHARLES ;ELISABETH B
NIGHTCRAWLER;PSYLOCKE;KURT WA;ELISABETH B
MARVEL GIRL;PSYLOCKE;JEAN GRE;ELISABETH B
CYCLOPS;PSYLOCKE;SCOTT SUMMER;ELISABETH B
CYCLOPS;PROFESSOR X;SCOTT SUMMER;CHARLES 
CYCLOPS;NIGHTCRAWLER;SCOTT SUMMER;KURT WA
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
MARVEL GIRL;PROFESSOR X;JEAN GRE;CHARLES 
MARVEL GIRL;NIGHTCRAWLER;JEAN GRE;KURT WA
NIGHTCRAWLER;PROFESSOR X;KURT WA;CHARLES 
PROFESSOR X;SHADOWCAT;CHARLES ;KATHERINE 
NIGHTCRAWLER;SHADOWCAT;KURT WA;KATHERINE 
SHADOWCAT;WOLVERINE;KATHERINE ;LOGAN 
COLOSSUS II;SHADOWCAT;PETER RA;KATHERINE 
SHADOWCAT;STORM;KATHERINE ;ORORO MUNROE S
PROFESSOR X;STORM;CHARLES ;ORORO MUNROE S
NIGHTCRAWLER;STORM;KURT WA;ORORO MUNROE S
STORM;WOLVERINE;ORORO MUNROE S;LOGAN 
COLOSSUS II;STORM;PETER RA;ORORO MUNROE S
COLOSSUS II;PROFESSOR X;PETER RA;CHARLES 
COLOSSUS II;NIGHTCRAWLER;PETER RA;KURT WA
COLOSSUS II;WOLVERINE;PETER RA;LOGAN 
PROFESSOR X;WOLVERINE;CHARLES ;LOGAN 
NIGHTCRAWLER;WOLVERINE;KURT WA;LOGAN 
NIGHTCRAWLER;PROFESSOR X;KURT WA;CHARLES 
ANGEL;NIGHTCRAWLER;WARREN KENNETH;KURT WA
COLOSSUS II;NIGHTCRAWLER;PETER RA;KURT WA
NIGHTCRAWLER;STORM;KURT WA;ORORO MUNROE S
ANGEL;STORM;WARREN KENNETH;ORORO MUNROE S
COLOSSUS II;STORM;PETER RA;ORORO MUNROE S
ANGEL;COLOSSUS II;WARREN KENNETH;PETER RA
HULK;IRON MAN;DR. ROBERT BRUC;TONY STARK 
DR. DOOM;HULK;VICTOR VON ;DR. ROBERT BRUC
HULK;INVISIBLE WOMAN;DR. ROBERT BRUC;SUE 
HULK;THING;DR. ROBERT BRUC;BENJAMIN J. GR
HULK;MR. FANTASTIC;DR. ROBERT BRUC;REED R
HULK;HUMAN TORCH;DR. ROBERT BRUC;JOHNNY S
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
DAREDEVIL;SPIDER-MAN;MATT MURDO;PETER PAR
DAREDEVIL;ROBERTSON, JOE;MATT MURDO;
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
DAREDEVIL;ROBERTSON, JOE;MATT MURDO;
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
JAMESON, J. JONAH;ROBERTSON, JOE;;
DAREDEVIL;JAMESON, J. JONAH;MATT MURDO;
JAMESON, J. JONAH;SPIDER-MAN;;PETER PAR
DAREDEVIL;SPIDER-MAN;MATT MURDO;PETER PAR
PROFESSOR X;WOLVERINE;CHARLES ;LOGAN 
SHADOWCAT;WOLVERINE;KATHERINE ;LOGAN 
PROFESSOR X;SHADOWCAT;CHARLES ;KATHERINE 
SHADOWCAT;WOLVERINE;KATHERINE ;LOGAN 
JAMESON, J. JONAH;SPIDER-MAN;;PETER PAR
HUMAN TORCH;JAMESON, J. JONAH;JOHNNY S;
JAMESON, J. JONAH;ROBERTSON, JOE;;
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
HUMAN TORCH;ROBERTSON, JOE;JOHNNY S;
HUMAN TORCH;SPIDER-MAN;JOHNNY S;PETER PAR
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
BLACK PANTHER;NOVA;T'CHAL;RICHARD RIDER
BLACK PANTHER;THOR;T'CHAL;DR. DONALD BLAK
BLACK PANTHER;SHE-HULK;T'CHAL;JENNIFER WA
BLACK PANTHER;JARVIS, EDWIN ;T'CHAL;
BLACK PANTHER;SPIDER-MAN;T'CHAL;PETER PAR
BLACK PANTHER;FIRESTAR;T'CHAL;ANGELICA JO
BLACK PANTHER;CAPTAIN AMERICA;T'CHAL;
CAPTAIN AMERICA;NOVA;;RICHARD RIDER
CAPTAIN AMERICA;THOR;;DR. DONALD BLAK
CAPTAIN AMERICA;SHE-HULK;;JENNIFER WA
CAPTAIN AMERICA;JARVIS, EDWIN ;;
CAPTAIN AMERICA;SPIDER-MAN;;PETER PAR
CAPTAIN AMERICA;FIRESTAR;;ANGELICA JO
FIRESTAR;NOVA;ANGELICA JO;RICHARD RIDER
FIRESTAR;THOR;ANGELICA JO;DR. DONALD BLAK
FIRESTAR;SHE-HULK;ANGELICA JO;JENNIFER WA
FIRESTAR;JARVIS, EDWIN ;ANGELICA JO;
FIRESTAR;SPIDER-MAN;ANGELICA JO;PETER PAR
NOVA;SPIDER-MAN;RICHARD RIDER;PETER PAR
SPIDER-MAN;THOR;PETER PAR;DR. DONALD BLAK
SHE-HULK;SPIDER-MAN;JENNIFER WA;PETER PAR
JARVIS, EDWIN ;SPIDER-MAN;;PETER PAR
JARVIS, EDWIN ;NOVA;;RICHARD RIDER
JARVIS, EDWIN ;THOR;;DR. DONALD BLAK
JARVIS, EDWIN ;SHE-HULK;;JENNIFER WA
NOVA;SHE-HULK;RICHARD RIDER;JENNIFER WA
SHE-HULK;THOR;JENNIFER WA;DR. DONALD BLAK
NOVA;THOR;RICHARD RIDER;DR. DONALD BLAK
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
CYCLOPS;WOLVERINE;SCOTT SUMMER;LOGAN 
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
ANGEL;WOLVERINE;WARREN KENNETH;LOGAN 
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
MARVEL GIRL;WOLVERINE;JEAN GRE;LOGAN 
BEAST;WOLVERINE;HENRY &HANK& P;LOGAN 
CYCLOPS;HAVOK;SCOTT SUMMER;ALEX SUMMERS 
CYCLOPS;PSYLOCKE;SCOTT SUMMER;ELISABETH B
COLOSSUS II;CYCLOPS;PETER RA;SCOTT SUMMER
CYCLOPS;PROFESSOR X;SCOTT SUMMER;CHARLES 
CYCLOPS;STORM;SCOTT SUMMER;ORORO MUNROE S
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
CYCLOPS;ROGUE ;SCOTT SUMMER;
CANNONBALL II;CYCLOPS;SAM GU;SCOTT SUMMER
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
CYCLOPS;SHADOWCAT;SCOTT SUMMER;KATHERINE 
CYCLOPS;WOLVERINE;SCOTT SUMMER;LOGAN 
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
HAVOK;ICEMAN;ALEX SUMMERS ;ROBERT BOBBY 
ICEMAN;PSYLOCKE;ROBERT BOBBY ;ELISABETH B
COLOSSUS II;ICEMAN;PETER RA;ROBERT BOBBY 
ICEMAN;PROFESSOR X;ROBERT BOBBY ;CHARLES 
ICEMAN;STORM;ROBERT BOBBY ;ORORO MUNROE S
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
ICEMAN;ROGUE ;ROBERT BOBBY ;
CANNONBALL II;ICEMAN;SAM GU;ROBERT BOBBY 
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
ICEMAN;SHADOWCAT;ROBERT BOBBY ;KATHERINE 
ICEMAN;WOLVERINE;ROBERT BOBBY ;LOGAN 
HAVOK;WOLVERINE;ALEX SUMMERS ;LOGAN 
PSYLOCKE;WOLVERINE;ELISABETH B;LOGAN 
COLOSSUS II;WOLVERINE;PETER RA;LOGAN 
PROFESSOR X;WOLVERINE;CHARLES ;LOGAN 
STORM;WOLVERINE;ORORO MUNROE S;LOGAN 
BEAST;WOLVERINE;HENRY &HANK& P;LOGAN 
ROGUE ;WOLVERINE;;LOGAN 
CANNONBALL II;WOLVERINE;SAM GU;LOGAN 
MARVEL GIRL;WOLVERINE;JEAN GRE;LOGAN 
ANGEL;WOLVERINE;WARREN KENNETH;LOGAN 
SHADOWCAT;WOLVERINE;KATHERINE ;LOGAN 
HAVOK;SHADOWCAT;ALEX SUMMERS ;KATHERINE 
PSYLOCKE;SHADOWCAT;ELISABETH B;KATHERINE 
COLOSSUS II;SHADOWCAT;PETER RA;KATHERINE 
PROFESSOR X;SHADOWCAT;CHARLES ;KATHERINE 
SHADOWCAT;STORM;KATHERINE ;ORORO MUNROE S
BEAST;SHADOWCAT;HENRY &HANK& P;KATHERINE 
ROGUE ;SHADOWCAT;;KATHERINE 
CANNONBALL II;SHADOWCAT;SAM GU;KATHERINE 
MARVEL GIRL;SHADOWCAT;JEAN GRE;KATHERINE 
ANGEL;SHADOWCAT;WARREN KENNETH;KATHERINE 
ANGEL;HAVOK;WARREN KENNETH;ALEX SUMMERS 
ANGEL;PSYLOCKE;WARREN KENNETH;ELISABETH B
ANGEL;COLOSSUS II;WARREN KENNETH;PETER RA
ANGEL;PROFESSOR X;WARREN KENNETH;CHARLES 
ANGEL;STORM;WARREN KENNETH;ORORO MUNROE S
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
ANGEL;ROGUE ;WARREN KENNETH;
ANGEL;CANNONBALL II;WARREN KENNETH;SAM GU
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
HAVOK;MARVEL GIRL;ALEX SUMMERS ;JEAN GRE
MARVEL GIRL;PSYLOCKE;JEAN GRE;ELISABETH B
COLOSSUS II;MARVEL GIRL;PETER RA;JEAN GRE
MARVEL GIRL;PROFESSOR X;JEAN GRE;CHARLES 
MARVEL GIRL;STORM;JEAN GRE;ORORO MUNROE S
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
MARVEL GIRL;ROGUE ;JEAN GRE;
CANNONBALL II;MARVEL GIRL;SAM GU;JEAN GRE
CANNONBALL II;HAVOK;SAM GU;ALEX SUMMERS 
CANNONBALL II;PSYLOCKE;SAM GU;ELISABETH B
CANNONBALL II;COLOSSUS II;SAM GU;PETER RA
CANNONBALL II;PROFESSOR X;SAM GU;CHARLES 
CANNONBALL II;STORM;SAM GU;ORORO MUNROE S
BEAST;CANNONBALL II;HENRY &HANK& P;SAM GU
CANNONBALL II;ROGUE ;SAM GU;
HAVOK;ROGUE ;ALEX SUMMERS ;
PSYLOCKE;ROGUE ;ELISABETH B;
COLOSSUS II;ROGUE ;PETER RA;
PROFESSOR X;ROGUE ;CHARLES ;
ROGUE ;STORM;;ORORO MUNROE S
BEAST;ROGUE ;HENRY &HANK& P;
BEAST;HAVOK;HENRY &HANK& P;ALEX SUMMERS 
BEAST;PSYLOCKE;HENRY &HANK& P;ELISABETH B
BEAST;COLOSSUS II;HENRY &HANK& P;PETER RA
BEAST;PROFESSOR X;HENRY &HANK& P;CHARLES 
BEAST;STORM;HENRY &HANK& P;ORORO MUNROE S
HAVOK;STORM;ALEX SUMMERS ;ORORO MUNROE S
PSYLOCKE;STORM;ELISABETH B;ORORO MUNROE S
COLOSSUS II;STORM;PETER RA;ORORO MUNROE S
PROFESSOR X;STORM;CHARLES ;ORORO MUNROE S
HAVOK;PROFESSOR X;ALEX SUMMERS ;CHARLES 
PROFESSOR X;PSYLOCKE;CHARLES ;ELISABETH B
COLOSSUS II;PROFESSOR X;PETER RA;CHARLES 
COLOSSUS II;HAVOK;PETER RA;ALEX SUMMERS 
COLOSSUS II;PSYLOCKE;PETER RA;ELISABETH B
HAVOK;PSYLOCKE;ALEX SUMMERS ;ELISABETH B
SPIDER-MAN;THING;PETER PAR;BENJAMIN J. GR
IRON MAN;SUB-MARINER;TONY STARK ;NAMOR MA
HERCULES [GREEK GOD];HULK;;DR. ROBERT BRUC
FURY, COL. NICHOLAS ;IRON MAN;;TONY STARK 
BLACK PANTHER;FURY, COL. NICHOLAS ;T'CHAL;
BLACK PANTHER;IRON MAN;T'CHAL;TONY STARK 
BLACK PANTHER;CAPTAIN AMERICA;T'CHAL;
BLACK PANTHER;IRON MAN;T'CHAL;TONY STARK 
BLACK WIDOW;DAREDEVIL;NATASHA ;MATT MURDO
BLACK WIDOW;DAREDEVIL;NATASHA ;MATT MURDO
BLACK WIDOW;DAREDEVIL;NATASHA ;MATT MURDO
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
JARVIS, EDWIN ;MR. FANTASTIC;;REED R
CAPTAIN AMERICA;MR. FANTASTIC;;REED R
IRON MAN;MR. FANTASTIC;TONY STARK ;REED R
HAWK;MR. FANTASTIC;;REED R
MR. FANTASTIC;RICHARDS, FRANKLIN B;REED R;
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
MR. FANTASTIC;WASP;REED R;JANET VAN DYNE 
BEAST;MR. FANTASTIC;HENRY &HANK& P;REED R
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
HUMAN TORCH;JARVIS, EDWIN ;JOHNNY S;
CAPTAIN AMERICA;HUMAN TORCH;;JOHNNY S
HUMAN TORCH;IRON MAN;JOHNNY S;TONY STARK 
HAWK;HUMAN TORCH;;JOHNNY S
HUMAN TORCH;RICHARDS, FRANKLIN B;JOHNNY S;
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
HUMAN TORCH;WASP;JOHNNY S;JANET VAN DYNE 
BEAST;HUMAN TORCH;HENRY &HANK& P;JOHNNY S
BEAST;THING;HENRY &HANK& P;BENJAMIN J. GR
BEAST;JARVIS, EDWIN ;HENRY &HANK& P;
BEAST;CAPTAIN AMERICA;HENRY &HANK& P;
BEAST;IRON MAN;HENRY &HANK& P;TONY STARK 
BEAST;HAWK;HENRY &HANK& P;
BEAST;RICHARDS, FRANKLIN B;HENRY &HANK& P;
BEAST;INVISIBLE WOMAN;HENRY &HANK& P;SUE 
BEAST;WASP;HENRY &HANK& P;JANET VAN DYNE 
THING;WASP;BENJAMIN J. GR;JANET VAN DYNE 
JARVIS, EDWIN ;WASP;;JANET VAN DYNE 
CAPTAIN AMERICA;WASP;;JANET VAN DYNE 
IRON MAN;WASP;TONY STARK ;JANET VAN DYNE 
HAWK;WASP;;JANET VAN DYNE 
RICHARDS, FRANKLIN B;WASP;;JANET VAN DYNE 
INVISIBLE WOMAN;WASP;SUE ;JANET VAN DYNE 
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
INVISIBLE WOMAN;JARVIS, EDWIN ;SUE ;
CAPTAIN AMERICA;INVISIBLE WOMAN;;SUE 
INVISIBLE WOMAN;IRON MAN;SUE ;TONY STARK 
HAWK;INVISIBLE WOMAN;;SUE 
INVISIBLE WOMAN;RICHARDS, FRANKLIN B;SUE ;
RICHARDS, FRANKLIN B;THING;;BENJAMIN J. GR
JARVIS, EDWIN ;RICHARDS, FRANKLIN B;;
CAPTAIN AMERICA;RICHARDS, FRANKLIN B;;
IRON MAN;RICHARDS, FRANKLIN B;TONY STARK ;
HAWK;RICHARDS, FRANKLIN B;;
HAWK;THING;;BENJAMIN J. GR
HAWK;JARVIS, EDWIN ;;
CAPTAIN AMERICA;HAWK;;
HAWK;IRON MAN;;TONY STARK 
IRON MAN;THING;TONY STARK ;BENJAMIN J. GR
IRON MAN;JARVIS, EDWIN ;TONY STARK ;
CAPTAIN AMERICA;IRON MAN;;TONY STARK 
CAPTAIN AMERICA;THING;;BENJAMIN J. GR
CAPTAIN AMERICA;JARVIS, EDWIN ;;
JARVIS, EDWIN ;THING;;BENJAMIN J. GR
INVISIBLE WOMAN;QUASAR III;SUE ;WENDELL V
HUMAN TORCH;QUASAR III;JOHNNY S;WENDELL V
QUASAR III;THING;WENDELL V;BENJAMIN J. GR
QUASAR III;RICHARDS, FRANKLIN B;WENDELL V;
MR. FANTASTIC;QUASAR III;REED R;WENDELL V
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
MR. FANTASTIC;RICHARDS, FRANKLIN B;REED R;
INVISIBLE WOMAN;RICHARDS, FRANKLIN B;SUE ;
HUMAN TORCH;RICHARDS, FRANKLIN B;JOHNNY S;
RICHARDS, FRANKLIN B;THING;;BENJAMIN J. GR
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
FURY, COL. NICHOLAS ;INVISIBLE WOMAN;;SUE 
FURY, COL. NICHOLAS ;MR. FANTASTIC;;REED R
FURY, COL. NICHOLAS ;THING;;BENJAMIN J. GR
FURY, COL. NICHOLAS ;HUMAN TORCH;;JOHNNY S
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
ICEMAN;THING;ROBERT BOBBY ;BENJAMIN J. GR
QUICKSILVER;THING;PIETRO M;BENJAMIN J. GR
CRYSTAL [INHUMAN];THING;;BENJAMIN J. GR
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
MR. FANTASTIC;QUICKSILVER;REED R;PIETRO M
CRYSTAL [INHUMAN];MR. FANTASTIC;;REED R
CRYSTAL [INHUMAN];QUICKSILVER;;PIETRO M
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
QUASAR III;THING;WENDELL V;BENJAMIN J. GR
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
BEAST;INVISIBLE WOMAN;HENRY &HANK& P;SUE 
BEAST;WONDER MAN;HENRY &HANK& P;SIMON WIL
BEAST;MR. FANTASTIC;HENRY &HANK& P;REED R
BEAST;THING;HENRY &HANK& P;BENJAMIN J. GR
BEAST;RICHARDS, FRANKLIN B;HENRY &HANK& P;
BEAST;HUMAN TORCH;HENRY &HANK& P;JOHNNY S
BEAST;DAREDEVIL;HENRY &HANK& P;MATT MURDO
DAREDEVIL;INVISIBLE WOMAN;MATT MURDO;SUE 
DAREDEVIL;WONDER MAN;MATT MURDO;SIMON WIL
DAREDEVIL;MR. FANTASTIC;MATT MURDO;REED R
DAREDEVIL;THING;MATT MURDO;BENJAMIN J. GR
DAREDEVIL;RICHARDS, FRANKLIN B;MATT MURDO;
DAREDEVIL;HUMAN TORCH;MATT MURDO;JOHNNY S
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
HUMAN TORCH;WONDER MAN;JOHNNY S;SIMON WIL
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
HUMAN TORCH;RICHARDS, FRANKLIN B;JOHNNY S;
INVISIBLE WOMAN;RICHARDS, FRANKLIN B;SUE ;
RICHARDS, FRANKLIN B;WONDER MAN;;SIMON WIL
MR. FANTASTIC;RICHARDS, FRANKLIN B;REED R;
RICHARDS, FRANKLIN B;THING;;BENJAMIN J. GR
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
THING;WONDER MAN;BENJAMIN J. GR;SIMON WIL
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
MR. FANTASTIC;WONDER MAN;REED R;SIMON WIL
INVISIBLE WOMAN;WONDER MAN;SUE ;SIMON WIL
MR. FANTASTIC;RICHARDS, FRANKLIN B;REED R;
INVISIBLE WOMAN;RICHARDS, FRANKLIN B;SUE ;
HUMAN TORCH;RICHARDS, FRANKLIN B;JOHNNY S;
RICHARDS, FRANKLIN B;THING;;BENJAMIN J. GR
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
FURY, COL. NICHOLAS ;SPIDER-MAN;;PETER PAR
FURY, COL. NICHOLAS ;JAMESON, J. JONAH;;
JAMESON, J. JONAH;SPIDER-MAN;;PETER PAR
SHADOWCAT;WOLVERINE;KATHERINE ;LOGAN 
HAVOK;PSYLOCKE;ALEX SUMMERS ;ELISABETH B
PSYLOCKE;STORM;ELISABETH B;ORORO MUNROE S
PSYLOCKE;ROGUE ;ELISABETH B;
PSYLOCKE;WOLVERINE;ELISABETH B;LOGAN 
HAVOK;WOLVERINE;ALEX SUMMERS ;LOGAN 
STORM;WOLVERINE;ORORO MUNROE S;LOGAN 
ROGUE ;WOLVERINE;;LOGAN 
HAVOK;ROGUE ;ALEX SUMMERS ;
ROGUE ;STORM;;ORORO MUNROE S
HAVOK;STORM;ALEX SUMMERS ;ORORO MUNROE S
PSYLOCKE;SHADOWCAT;ELISABETH B;KATHERINE 
SHADOWCAT;WOLVERINE;KATHERINE ;LOGAN 
BLACK WIDOW;SHADOWCAT;NATASHA ;KATHERINE 
ROGUE ;SHADOWCAT;;KATHERINE 
MARVEL GIRL;SHADOWCAT;JEAN GRE;KATHERINE 
MARVEL GIRL;PSYLOCKE;JEAN GRE;ELISABETH B
MARVEL GIRL;WOLVERINE;JEAN GRE;LOGAN 
BLACK WIDOW;MARVEL GIRL;NATASHA ;JEAN GRE
MARVEL GIRL;ROGUE ;JEAN GRE;
PSYLOCKE;ROGUE ;ELISABETH B;
ROGUE ;WOLVERINE;;LOGAN 
BLACK WIDOW;ROGUE ;NATASHA ;
BLACK WIDOW;PSYLOCKE;NATASHA ;ELISABETH B
BLACK WIDOW;WOLVERINE;NATASHA ;LOGAN 
PSYLOCKE;WOLVERINE;ELISABETH B;LOGAN 
SHADOWCAT;WOLVERINE;KATHERINE ;LOGAN 
CAPTAIN AMERICA;WOLVERINE;;LOGAN 
COLOSSUS II;CYCLOPS;PETER RA;SCOTT SUMMER
CYCLOPS;NIGHTCRAWLER;SCOTT SUMMER;KURT WA
CYCLOPS;STORM;SCOTT SUMMER;ORORO MUNROE S
CYCLOPS;WOLVERINE;SCOTT SUMMER;LOGAN 
CYCLOPS;PROFESSOR X;SCOTT SUMMER;CHARLES 
COLOSSUS II;PROFESSOR X;PETER RA;CHARLES 
NIGHTCRAWLER;PROFESSOR X;KURT WA;CHARLES 
PROFESSOR X;STORM;CHARLES ;ORORO MUNROE S
PROFESSOR X;WOLVERINE;CHARLES ;LOGAN 
COLOSSUS II;WOLVERINE;PETER RA;LOGAN 
NIGHTCRAWLER;WOLVERINE;KURT WA;LOGAN 
STORM;WOLVERINE;ORORO MUNROE S;LOGAN 
COLOSSUS II;STORM;PETER RA;ORORO MUNROE S
NIGHTCRAWLER;STORM;KURT WA;ORORO MUNROE S
COLOSSUS II;NIGHTCRAWLER;PETER RA;KURT WA
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
DR. DOOM;MR. FANTASTIC;VICTOR VON ;REED R
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
MR. FANTASTIC;SUB-MARINER;REED R;NAMOR MA
SUB-MARINER;THING;NAMOR MA;BENJAMIN J. GR
INVISIBLE WOMAN;SUB-MARINER;SUE ;NAMOR MA
DR. DOOM;SUB-MARINER;VICTOR VON ;NAMOR MA
HUMAN TORCH;SUB-MARINER;JOHNNY S;NAMOR MA
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
DR. DOOM;HUMAN TORCH;VICTOR VON ;JOHNNY S
DR. DOOM;THING;VICTOR VON ;BENJAMIN J. GR
DR. DOOM;INVISIBLE WOMAN;VICTOR VON ;SUE 
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
HULK;THING;DR. ROBERT BRUC;BENJAMIN J. GR
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
HULK;HUMAN TORCH;DR. ROBERT BRUC;JOHNNY S
HULK;MR. FANTASTIC;DR. ROBERT BRUC;REED R
ANT-MAN;THOR;DR. HENRY J.;DR. DONALD BLAK
THOR;VISION ;DR. DONALD BLAK;
BLACK PANTHER;THOR;T'CHAL;DR. DONALD BLAK
THOR;WASP;DR. DONALD BLAK;JANET VAN DYNE 
HAWK;THOR;;DR. DONALD BLAK
IRON MAN;THOR;TONY STARK ;DR. DONALD BLAK
CAPTAIN AMERICA;THOR;;DR. DONALD BLAK
ANT-MAN;CAPTAIN AMERICA;DR. HENRY J.;
CAPTAIN AMERICA;VISION ;;
BLACK PANTHER;CAPTAIN AMERICA;T'CHAL;
CAPTAIN AMERICA;WASP;;JANET VAN DYNE 
CAPTAIN AMERICA;HAWK;;
CAPTAIN AMERICA;IRON MAN;;TONY STARK 
ANT-MAN;IRON MAN;DR. HENRY J.;TONY STARK 
IRON MAN;VISION ;TONY STARK ;
BLACK PANTHER;IRON MAN;T'CHAL;TONY STARK 
IRON MAN;WASP;TONY STARK ;JANET VAN DYNE 
HAWK;IRON MAN;;TONY STARK 
ANT-MAN;HAWK;DR. HENRY J.;
HAWK;VISION ;;
BLACK PANTHER;HAWK;T'CHAL;
HAWK;WASP;;JANET VAN DYNE 
ANT-MAN;WASP;DR. HENRY J.;JANET VAN DYNE 
VISION ;WASP;;JANET VAN DYNE 
BLACK PANTHER;WASP;T'CHAL;JANET VAN DYNE 
